Department,SKUID,Brand,Model,UnitsSold,AvgUnitCost,NetRevenue,COGS,AvgDailyInvCOGS,MarkupRatio,ItemTurns,VelocityTier,NoSalesHistory,IsMarkdown,MarkdownDepth,MarkdownRate
Baselayer,BASELAYER_0046,Firncrest,Firncrest Ascent,114,18.43,4260.61,2107.7,686.54,2.0214,3.07,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0047,Opentrail,Opentrail Ascent,0,476.89,585.22,295.41,42.75,1.981,6.9102,Fast,True,False,0.0,0.0
Baselayer,BASELAYER_0048,Firncrest,Firncrest Venture,5,611.78,6157.48,3128.28,925.6,1.9683,3.3797,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0049,Highmark,Highmark Trail,23,267.78,12870.21,6402.68,1751.64,2.0101,3.6553,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0050,Summitform,Summitform Ridge,38,52.19,4201.66,2017.88,755.71,2.0822,2.6702,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0051,Summitform,Summitform Enduro,12,469.06,11492.86,5772.1,656.94,1.9911,8.7864,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0052,Firncrest,Firncrest Ascent,7,44.58,551.82,337.98,115.16,1.6327,2.9347,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0053,Firncrest,Firncrest Apex,2,403.59,2406.98,1082.75,195.34,2.223,5.5429,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0054,Firncrest,Firncrest Sport,0,582.7,714.89,329.79,20.0,2.1677,16.4896,Fast,True,False,0.0,0.0
Baselayer,BASELAYER_0055,Ridgecrest,Ridgecrest Ridge,0,495.8,85.1,51.27,47.32,1.6599,1.0836,Slow,True,False,0.0,0.0
Baselayer,BASELAYER_0056,Highmark,Highmark X1,0,616.07,485.0,268.21,20.0,1.8083,13.4105,Fast,True,False,0.0,0.0
Baselayer,BASELAYER_0057,Firncrest,Firncrest Venture,40,281.95,25422.35,11372.67,4642.91,2.2354,2.4495,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0058,Opentrail,Opentrail Elite,7,307.14,4404.23,2422.8,833.75,1.8178,2.9059,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0059,Opentrail,Opentrail Lite,2,311.13,1242.1,652.22,168.59,1.9044,3.8688,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0060,Summitform,Summitform Series II,0,74.25,72.27,36.87,20.0,1.96,1.8435,Moderate,True,False,0.0,0.0
Baselayer,BASELAYER_0061,Firncrest,Firncrest X1,13,503.01,14897.36,6929.55,1808.59,2.1498,3.8315,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0062,Opentrail,Opentrail Foundation,2,130.91,478.15,336.43,56.46,1.4212,5.9591,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0063,Summitform,Summitform Xpedition,25,180.94,8642.05,4534.97,2194.1,1.9056,2.0669,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0064,Opentrail,Opentrail Signature,6,559.41,4942.57,3650.56,798.88,1.3539,4.5696,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0065,Summitform,Summitform Enduro,17,328.84,11771.18,5856.39,1462.74,2.01,4.0037,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0066,Ridgecrest,Ridgecrest Venture,2,634.54,2674.51,1441.46,434.1,1.8554,3.3205,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0067,Opentrail,Opentrail Traverse,8,561.73,8887.43,4509.21,883.46,1.9709,5.104,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0068,Highmark,Highmark Ridge,0,153.56,25.95,11.2,26.06,2.3174,0.4298,Dead,True,True,0.2953,0.5215
Baselayer,BASELAYER_0069,Ridgecrest,Ridgecrest Foundation,1,184.42,504.96,301.32,96.53,1.6758,3.1216,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0070,Firncrest,Firncrest Origin,0,52.38,65.96,39.96,26.45,1.6505,1.5106,Moderate,True,False,0.0,0.0
Baselayer,BASELAYER_0071,Ridgecrest,Ridgecrest LTD,3,258.28,1668.48,901.28,391.99,1.8512,2.2993,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0072,Ridgecrest,Ridgecrest Crest,10,533.3,12780.87,5660.33,1147.24,2.258,4.9339,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0073,Firncrest,Firncrest Elite,3,171.58,677.94,532.48,69.08,1.2732,7.7078,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0074,Opentrail,Opentrail Summit,14,509.09,13341.21,7293.18,940.99,1.8293,7.7506,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0075,Highmark,Highmark Elite,2,457.98,2332.87,983.69,192.65,2.3715,5.1061,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0076,Opentrail,Opentrail Comp,1,69.54,277.37,136.36,20.0,2.034,6.8182,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0077,Opentrail,Opentrail Xpedition,3,448.84,3954.99,1740.35,917.4,2.2725,1.897,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0078,Highmark,Highmark Base,0,525.64,116.78,55.4,20.0,2.108,2.7699,Moderate,True,False,0.0,0.0
Baselayer,BASELAYER_0079,Ridgecrest,Ridgecrest Lite,5,55.85,705.21,302.33,151.98,2.3326,1.9893,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0080,Summitform,Summitform Carbon,2,63.99,273.02,136.76,41.45,1.9964,3.2992,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0081,Summitform,Summitform Ascent,0,448.07,173.78,87.73,55.61,1.9809,1.5777,Moderate,True,False,0.0,0.0
Baselayer,BASELAYER_0082,Ridgecrest,Ridgecrest Carbon,54,231.6,19413.95,12688.38,3385.68,1.5301,3.7477,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0083,Firncrest,Firncrest Xpedition,23,22.64,1011.73,537.43,353.92,1.8825,1.5185,Moderate,False,True,0.2023,0.5649
Baselayer,BASELAYER_0084,Ridgecrest,Ridgecrest Carbon,0,323.99,406.2,209.27,46.04,1.941,4.5452,Fast,True,False,0.0,0.0
Baselayer,BASELAYER_0085,Firncrest,Firncrest Venture,0,411.29,111.97,80.05,36.22,1.3988,2.2099,Moderate,True,False,0.0,0.0
Baselayer,BASELAYER_0086,Highmark,Highmark Comp,0,476.25,64.19,39.34,22.59,1.6317,1.7418,Moderate,True,False,0.0,0.0
Baselayer,BASELAYER_0087,Ridgecrest,Ridgecrest Xpedition,2,52.18,292.55,146.59,58.69,1.9957,2.4979,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0088,Ridgecrest,Ridgecrest Pro,22,373.76,18439.41,8318.41,1411.35,2.2167,5.8939,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0089,Ridgecrest,Ridgecrest Xpedition,3,376.72,2157.93,1201.96,660.62,1.7953,1.8195,Moderate,False,True,0.2997,0.3967
Baselayer,BASELAYER_0090,Firncrest,Firncrest Apex,0,165.42,257.22,115.52,20.0,2.2266,5.7761,Fast,True,True,0.1165,0.2229
Baselayer,BASELAYER_0091,Highmark,Highmark Pro,14,22.3,569.67,330.05,152.64,1.726,2.1623,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0092,Opentrail,Opentrail Sport,0,564.98,289.3,173.33,32.39,1.669,5.3515,Fast,True,False,0.0,0.0
Baselayer,BASELAYER_0093,Ridgecrest,Ridgecrest Trail,6,566.12,8388.08,3906.51,329.43,2.1472,11.8582,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0094,Firncrest,Firncrest Trail,16,202.29,6831.65,3410.81,1047.36,2.0029,3.2566,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0095,Firncrest,Firncrest Series II,37,205.09,13587.02,7637.44,1606.72,1.779,4.7534,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0096,Highmark,Highmark Base,1,301.81,913.53,426.53,248.44,2.1418,1.7168,Moderate,False,True,0.3439,0.419
Baselayer,BASELAYER_0097,Highmark,Highmark Tour,61,306.7,25730.22,18764.74,4224.41,1.3712,4.442,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0098,Ridgecrest,Ridgecrest Foundation,0,639.81,95.43,52.84,109.43,1.8061,0.4829,Dead,True,False,0.0,0.0
Baselayer,BASELAYER_0099,Highmark,Highmark Foundation,5,619.96,5324.44,3463.92,871.07,1.5371,3.9766,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0100,Highmark,Highmark Carbon,4,536.1,4486.55,2216.19,596.92,2.0244,3.7127,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0101,Highmark,Highmark Lite,7,575.82,7963.99,4125.14,574.61,1.9306,7.1791,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0102,Firncrest,Firncrest Comp,6,470.11,5526.57,2879.33,509.17,1.9194,5.6549,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0103,Firncrest,Firncrest Sport,2,464.69,1730.56,936.95,287.11,1.847,3.2633,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0104,Firncrest,Firncrest Lite,0,636.13,687.76,327.77,122.03,2.0983,2.6861,Moderate,True,False,0.0,0.0
Baselayer,BASELAYER_0105,Firncrest,Firncrest LTD,0,465.01,546.41,270.9,74.13,2.017,3.6542,Fast,True,False,0.0,0.0
Baselayer,BASELAYER_0106,Firncrest,Firncrest MAX,1,300.15,942.97,506.96,255.89,1.86,1.9811,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0107,Opentrail,Opentrail LTD,1,571.17,1281.95,766.16,312.1,1.6732,2.4549,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0108,Opentrail,Opentrail X1,5,195.8,1971.69,996.92,304.39,1.9778,3.2752,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0109,Opentrail,Opentrail Traverse,7,463.87,5884.54,3606.56,1163.95,1.6316,3.0985,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0110,Firncrest,Firncrest MAX,2,578.76,3427.13,1671.91,828.68,2.0498,2.0176,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0111,Ridgecrest,Ridgecrest X1,3,609.93,5080.65,2431.09,1123.22,2.0899,2.1644,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0112,Summitform,Summitform Trail,1,214.85,748.41,394.29,91.26,1.8981,4.3203,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0113,Ridgecrest,Ridgecrest Carbon,1,405.32,1017.34,571.65,417.43,1.7796,1.3695,Slow,False,False,0.0,0.0
Baselayer,BASELAYER_0114,Firncrest,Firncrest Ridge,2,578.26,2854.12,1392.39,374.22,2.0498,3.7207,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0115,Firncrest,Firncrest Carbon,5,318.44,3635.53,1594.96,700.28,2.2794,2.2776,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0116,Ridgecrest,Ridgecrest Base,0,604.81,529.3,288.32,112.89,1.8358,2.5541,Moderate,True,False,0.0,0.0
Baselayer,BASELAYER_0117,Firncrest,Firncrest Team,3,440.67,2784.17,1432.25,396.55,1.9439,3.6118,Fast,False,True,0.1837,0.4473
Baselayer,BASELAYER_0118,Ridgecrest,Ridgecrest Carbon,3,58.24,367.88,193.86,141.8,1.8977,1.3672,Slow,False,True,0.2806,0.3545
Baselayer,BASELAYER_0119,Highmark,Highmark Enduro,0,403.52,372.22,202.36,216.31,1.8394,0.9355,Slow,True,True,0.3647,0.5549
Baselayer,BASELAYER_0120,Summitform,Summitform Enduro,8,209.39,4306.04,1786.85,452.44,2.4099,3.9493,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0121,Summitform,Summitform Venture,0,167.96,73.07,39.29,20.0,1.8598,1.9646,Moderate,True,False,0.0,0.0
Baselayer,BASELAYER_0122,Summitform,Summitform Summit,4,483.09,3614.03,2066.97,397.54,1.7485,5.1994,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0123,Opentrail,Opentrail Carbon,1,416.29,1164.16,580.26,149.15,2.0063,3.8904,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0124,Ridgecrest,Ridgecrest Ridge,2,195.54,939.94,445.34,236.92,2.1106,1.8797,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0125,Ridgecrest,Ridgecrest Venture,16,162.25,4093.91,2713.15,260.5,1.5089,10.415,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0126,Highmark,Highmark Ridge,7,494.94,7860.39,3808.06,643.6,2.0641,5.9168,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0127,Ridgecrest,Ridgecrest Trail,31,279.45,17043.07,8730.15,839.99,1.9522,10.3931,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0128,Firncrest,Firncrest Base,2,365.82,2122.25,968.4,308.21,2.1915,3.142,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0129,Summitform,Summitform Foundation,50,286.4,33037.14,14450.73,2434.57,2.2862,5.9356,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0130,Highmark,Highmark MAX,4,25.3,224.33,110.68,20.0,2.0268,5.5341,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0131,Firncrest,Firncrest Elite,83,24.56,3841.84,2054.25,741.42,1.8702,2.7707,Moderate,False,False,0.0,0.0
Baselayer,BASELAYER_0132,Ridgecrest,Ridgecrest Tour,6,127.24,1289.49,770.05,175.61,1.6745,4.385,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0133,Highmark,Highmark Crest,5,68.69,687.21,360.0,68.6,1.9089,5.2482,Fast,False,False,0.0,0.0
Baselayer,BASELAYER_0134,Ridgecrest,Ridgecrest Series II,0,320.83,674.28,311.15,77.98,2.1671,3.9903,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0001,Stonepath,Stonepath Pro,4,221.47,2078.59,1057.38,174.22,1.9658,6.0692,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0002,Rockline,Rockline Summit,5,84.52,823.14,445.03,234.77,1.8496,1.8956,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0003,Frostline,Frostline Enduro,0,411.54,74.88,44.81,20.0,1.6711,2.2403,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0004,Iceform,Iceform Enduro,0,497.3,64.33,25.25,20.29,2.548,1.2442,Slow,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0005,Stonepath,Stonepath Elite,0,612.85,131.36,116.71,20.0,1.1255,5.8356,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0006,Deepfreeze,Deepfreeze Enduro,6,222.53,2840.98,1428.64,93.56,1.9886,15.2699,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0007,Iceform,Iceform Origin,0,305.38,78.95,47.1,20.0,1.6761,2.355,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0008,Stonepath,Stonepath LTD,0,627.59,633.64,214.4,29.66,2.9553,7.2285,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0009,Rockline,Rockline X1,1,646.14,1426.29,706.82,90.23,2.0179,7.8338,Fast,False,True,0.1401,0.2649
Casual Apparel,CASUAL_APPAREL_0010,Frostline,Frostline X1,23,207.83,7720.16,4919.87,1240.61,1.5692,3.9657,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0011,Rockline,Rockline Elite,1,62.0,150.12,76.37,23.93,1.9657,3.1912,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0012,Stonepath,Stonepath Elite,8,346.57,4717.12,2805.01,576.48,1.6817,4.8657,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0013,Rockline,Rockline Xpedition,2,439.04,2540.48,1046.59,204.35,2.4274,5.1215,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0014,Deepfreeze,Deepfreeze Venture,0,442.12,202.0,84.58,27.72,2.3883,3.0509,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0015,Frostline,Frostline Xpedition,4,432.82,3010.82,2094.97,711.65,1.4372,2.9438,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0016,Rockline,Rockline MAX,0,435.71,165.15,88.67,62.48,1.8625,1.4191,Slow,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0017,Stonepath,Stonepath Team,1,508.69,1721.56,775.39,416.84,2.2202,1.8602,Moderate,False,True,0.1429,0.4541
Casual Apparel,CASUAL_APPAREL_0018,Iceform,Iceform Traverse,0,311.78,457.36,211.58,69.58,2.1616,3.0406,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0019,Rockline,Rockline Lite,1,280.95,1103.61,479.25,166.24,2.3028,2.8829,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0020,Deepfreeze,Deepfreeze Foundation,0,199.49,253.94,137.44,81.55,1.8476,1.6855,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0021,Rockline,Rockline Enduro,2,449.03,2055.64,955.45,250.28,2.1515,3.8175,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0022,Rockline,Rockline MAX,3,643.78,5637.44,2220.33,349.91,2.539,6.3454,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0023,Stonepath,Stonepath Ascent,14,119.07,2799.27,1729.51,653.2,1.6185,2.6477,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0024,Deepfreeze,Deepfreeze Pro,3,639.05,4841.32,2107.44,642.17,2.2972,3.2818,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0025,Stonepath,Stonepath Comp,0,586.45,451.06,195.83,31.16,2.3033,6.2851,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0026,Stonepath,Stonepath X1,3,585.11,2370.12,1834.43,400.59,1.292,4.5793,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0027,Frostline,Frostline Crest,1,544.68,1793.24,663.66,52.89,2.702,12.5477,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0028,Rockline,Rockline Carbon,4,183.7,1373.79,767.85,152.46,1.7891,5.0365,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0029,Deepfreeze,Deepfreeze Foundation,17,371.85,14508.21,6581.37,1731.25,2.2044,3.8015,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0030,Rockline,Rockline Apex,0,381.29,366.3,203.46,34.88,1.8003,5.833,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0031,Frostline,Frostline Summit,1,182.64,672.54,335.53,192.08,2.0044,1.7469,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0032,Iceform,Iceform LTD,1,376.41,1194.26,644.74,203.41,1.8523,3.1696,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0033,Rockline,Rockline Venture,0,467.93,254.83,95.47,42.27,2.6691,2.2586,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0034,Stonepath,Stonepath Lite,1,648.2,2078.15,1124.6,372.49,1.8479,3.0191,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0035,Iceform,Iceform Summit,5,416.66,6750.7,2370.87,252.36,2.8473,9.3947,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0036,Stonepath,Stonepath Lite,0,591.34,976.17,508.75,258.8,1.9188,1.9658,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0037,Deepfreeze,Deepfreeze Enduro,0,444.61,60.41,32.34,20.0,1.8683,1.6168,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0038,Frostline,Frostline Series II,0,398.13,597.96,247.83,263.1,2.4128,0.942,Slow,True,True,0.2802,0.4839
Casual Apparel,CASUAL_APPAREL_0039,Iceform,Iceform Ascent,0,251.68,594.73,251.47,20.0,2.3651,12.5733,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0040,Rockline,Rockline Lite,6,472.04,6112.48,3147.4,406.0,1.9421,7.7522,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0041,Deepfreeze,Deepfreeze Sport,1,300.87,826.38,491.38,132.61,1.6818,3.7054,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0042,Iceform,Iceform Ridge,3,450.93,3137.69,1579.8,590.75,1.9861,2.6742,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0043,Frostline,Frostline Venture,1,256.81,527.59,275.19,57.91,1.9172,4.7521,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0044,Stonepath,Stonepath Signature,1,336.02,664.88,351.31,96.91,1.8926,3.6253,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0045,Stonepath,Stonepath MAX,0,219.91,223.13,141.31,33.51,1.579,4.2172,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0046,Frostline,Frostline MAX,0,145.79,150.52,60.84,33.52,2.474,1.8152,Moderate,True,True,0.1843,0.3297
Casual Apparel,CASUAL_APPAREL_0047,Deepfreeze,Deepfreeze Apex,1,162.96,427.05,253.35,112.59,1.6856,2.2502,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0048,Frostline,Frostline Comp,5,468.65,5509.15,2483.86,549.28,2.218,4.522,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0049,Iceform,Iceform Trail,92,36.44,6581.65,3370.29,551.98,1.9528,6.1058,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0050,Iceform,Iceform Signature,35,248.55,15038.07,8814.8,732.68,1.706,12.031,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0051,Frostline,Frostline Pro,4,559.01,5541.17,2364.48,213.76,2.3435,11.0614,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0052,Iceform,Iceform Carbon,3,414.25,2337.12,1393.74,237.19,1.6769,5.8761,Fast,False,True,0.114,0.2962
Casual Apparel,CASUAL_APPAREL_0053,Stonepath,Stonepath Enduro,7,52.46,980.87,414.98,185.02,2.3637,2.2428,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0054,Deepfreeze,Deepfreeze Ridge,1,21.13,58.18,25.74,20.0,2.2602,1.2871,Slow,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0055,Rockline,Rockline Sport,0,239.88,184.41,90.28,20.0,2.0427,4.5141,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0056,Iceform,Iceform Ridge,1,394.89,853.04,428.43,92.85,1.9911,4.6141,Fast,False,True,0.1827,0.304
Casual Apparel,CASUAL_APPAREL_0057,Deepfreeze,Deepfreeze Sport,2,368.49,1403.68,777.05,268.87,1.8064,2.89,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0058,Stonepath,Stonepath Ridge,0,530.85,195.44,91.87,20.0,2.1272,4.5937,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0059,Deepfreeze,Deepfreeze Team,4,635.34,4989.26,2567.14,888.06,1.9435,2.8907,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0060,Iceform,Iceform Xpedition,2,618.19,3875.11,1544.42,197.64,2.5091,7.8143,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0061,Frostline,Frostline Ridge,29,496.63,29828.29,14722.15,2935.89,2.0261,5.0145,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0062,Rockline,Rockline MAX,1,621.98,2092.12,1067.97,712.97,1.959,1.4979,Slow,False,True,0.2492,0.5089
Casual Apparel,CASUAL_APPAREL_0063,Deepfreeze,Deepfreeze Lite,0,574.07,441.61,173.4,25.58,2.5468,6.7779,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0064,Deepfreeze,Deepfreeze LTD,2,480.12,2266.16,1328.38,262.52,1.706,5.06,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0065,Frostline,Frostline Elite,0,59.32,98.55,44.02,20.0,2.239,2.2008,Moderate,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0066,Stonepath,Stonepath Base,0,642.34,665.79,316.63,36.91,2.1027,8.5793,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0067,Iceform,Iceform Crest,13,519.4,17836.84,7243.2,606.8,2.4626,11.9368,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0068,Deepfreeze,Deepfreeze Sport,0,254.11,57.11,27.37,22.6,2.0862,1.2114,Slow,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0069,Stonepath,Stonepath Pro,28,89.92,5399.84,2563.05,336.74,2.1068,7.6114,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0070,Stonepath,Stonepath Xpedition,4,253.48,2241.01,1044.11,338.27,2.1463,3.0866,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0071,Rockline,Rockline Traverse,0,183.05,215.95,97.55,25.6,2.2137,3.8104,Fast,True,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0072,Rockline,Rockline Ascent,1,485.75,1640.95,865.42,306.96,1.8961,2.8193,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0073,Stonepath,Stonepath LTD,2,494.81,2433.03,1415.5,257.26,1.7189,5.5022,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0074,Frostline,Frostline Lite,1,577.14,1877.13,882.97,453.75,2.1259,1.9459,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0075,Rockline,Rockline Elite,0,201.77,371.98,154.73,197.94,2.404,0.7817,Slow,True,True,0.1517,0.6611
Casual Apparel,CASUAL_APPAREL_0076,Iceform,Iceform Team,2,488.12,2623.2,1192.29,283.86,2.2001,4.2003,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0077,Iceform,Iceform Xpedition,3,428.61,3090.22,1537.11,682.09,2.0104,2.2535,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0078,Rockline,Rockline Foundation,1,292.86,1342.59,575.03,165.15,2.3348,3.4819,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0079,Stonepath,Stonepath Ridge,2,505.62,2360.81,1016.5,288.52,2.3225,3.5231,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0080,Iceform,Iceform Summit,11,141.34,3322.12,1557.5,384.8,2.133,4.0475,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0081,Iceform,Iceform Trail,1,53.76,192.91,103.72,43.69,1.8599,2.3741,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0082,Frostline,Frostline Comp,3,77.28,514.62,283.27,105.38,1.8167,2.6881,Moderate,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0083,Rockline,Rockline Origin,6,247.69,2851.41,1689.31,207.21,1.6879,8.1527,Fast,False,False,0.0,0.0
Casual Apparel,CASUAL_APPAREL_0084,Iceform,Iceform Trail,0,419.53,140.28,61.4,20.0,2.2847,3.07,Fast,True,False,0.0,0.0
