SKUID,Department,TxnCount,AvgDaysBetweenSales,MaxGapDays,DaysSinceLastSale,FirstSaleDaysAgo
MIDLAYER_AND_F_0022,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0023,Midlayer & Fleece,1,204.6,365.0,30.2,234.8
MIDLAYER_AND_F_0024,Midlayer & Fleece,2,88.9,123.8,27.5,205.2
MIDLAYER_AND_F_0025,Midlayer & Fleece,10,40.5,81.0,71.3,476.2
MIDLAYER_AND_F_0026,Midlayer & Fleece,5,72.5,195.4,13.0,375.6
MIDLAYER_AND_F_0027,Midlayer & Fleece,1,197.4,365.0,58.0,255.4
MIDLAYER_AND_F_0028,Midlayer & Fleece,13,78.2,155.7,33.4,730.0
MIDLAYER_AND_F_0029,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0030,Midlayer & Fleece,3,365.0,365.0,115.6,730.0
MIDLAYER_AND_F_0031,Midlayer & Fleece,20,28.2,51.1,16.9,580.1
MIDLAYER_AND_F_0032,Midlayer & Fleece,2,54.4,113.9,14.9,123.7
MIDLAYER_AND_F_0033,Midlayer & Fleece,5,48.3,112.6,19.2,260.8
MIDLAYER_AND_F_0034,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0035,Midlayer & Fleece,3,108.3,178.1,39.4,364.3
MIDLAYER_AND_F_0036,Midlayer & Fleece,5,154.6,170.1,21.8,730.0
MIDLAYER_AND_F_0037,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0038,Midlayer & Fleece,18,82.1,141.7,16.4,730.0
MIDLAYER_AND_F_0039,Midlayer & Fleece,16,49.8,150.3,21.8,730.0
MIDLAYER_AND_F_0040,Midlayer & Fleece,3,223.1,365.0,149.4,730.0
MIDLAYER_AND_F_0041,Midlayer & Fleece,2,33.8,61.1,9.1,76.6
MIDLAYER_AND_F_0042,Midlayer & Fleece,25,88.8,206.1,38.7,730.0
MIDLAYER_AND_F_0043,Midlayer & Fleece,20,25.9,39.7,10.2,527.5
MIDLAYER_AND_F_0044,Midlayer & Fleece,2,328.9,365.0,52.2,710.0
MIDLAYER_AND_F_0045,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0046,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0047,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0048,Midlayer & Fleece,1,133.0,252.4,28.6,161.6
MIDLAYER_AND_F_0049,Midlayer & Fleece,1,98.3,208.4,20.7,119.0
MIDLAYER_AND_F_0050,Midlayer & Fleece,1,118.8,148.6,25.8,144.7
MIDLAYER_AND_F_0051,Midlayer & Fleece,3,23.9,65.4,32.3,104.1
MIDLAYER_AND_F_0052,Midlayer & Fleece,3,180.2,360.7,5.1,545.6
MIDLAYER_AND_F_0053,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0054,Midlayer & Fleece,1,47.3,113.9,12.4,59.7
MIDLAYER_AND_F_0055,Midlayer & Fleece,4,97.1,133.6,49.7,438.0
MIDLAYER_AND_F_0056,Midlayer & Fleece,1,106.5,219.7,11.4,117.9
MIDLAYER_AND_F_0057,Midlayer & Fleece,67,43.2,79.4,9.4,730.0
MIDLAYER_AND_F_0058,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0059,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0060,Midlayer & Fleece,16,70.8,139.3,36.7,730.0
MIDLAYER_AND_F_0061,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0062,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0063,Midlayer & Fleece,10,63.8,135.3,9.0,646.9
MIDLAYER_AND_F_0064,Midlayer & Fleece,4,50.0,144.6,36.5,236.6
MIDLAYER_AND_F_0065,Midlayer & Fleece,1,87.9,365.0,25.7,113.6
MIDLAYER_AND_F_0066,Midlayer & Fleece,13,60.1,115.0,21.9,730.0
MIDLAYER_AND_F_0067,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0068,Midlayer & Fleece,9,166.2,323.1,39.7,730.0
MIDLAYER_AND_F_0069,Midlayer & Fleece,1,56.3,160.5,15.0,71.3
MIDLAYER_AND_F_0070,Midlayer & Fleece,11,224.4,365.0,69.6,730.0
MIDLAYER_AND_F_0071,Midlayer & Fleece,2,83.8,228.7,33.2,200.8
MIDLAYER_AND_F_0072,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0073,Midlayer & Fleece,3,64.4,139.6,29.8,223.1
MIDLAYER_AND_F_0074,Midlayer & Fleece,2,50.9,57.0,15.1,116.9
MIDLAYER_AND_F_0075,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0076,Midlayer & Fleece,2,261.0,365.0,18.5,540.5
MIDLAYER_AND_F_0077,Midlayer & Fleece,7,135.2,337.4,12.3,730.0
MIDLAYER_AND_F_0078,Midlayer & Fleece,115,74.5,112.2,15.7,730.0
MIDLAYER_AND_F_0079,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0080,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0081,Midlayer & Fleece,1,185.3,365.0,113.5,298.8
MIDLAYER_AND_F_0082,Midlayer & Fleece,5,110.7,240.4,55.7,609.5
MIDLAYER_AND_F_0083,Midlayer & Fleece,13,119.0,163.2,18.4,730.0
MIDLAYER_AND_F_0084,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0085,Midlayer & Fleece,5,116.7,267.9,17.3,600.9
MIDLAYER_AND_F_0086,Midlayer & Fleece,32,77.3,200.1,11.7,730.0
MIDLAYER_AND_F_0087,Midlayer & Fleece,42,34.3,55.6,8.3,730.0
MIDLAYER_AND_F_0088,Midlayer & Fleece,2,63.2,246.6,25.2,151.5
MIDLAYER_AND_F_0089,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0090,Midlayer & Fleece,4,59.4,142.6,6.9,244.6
MIDLAYER_AND_F_0091,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0092,Midlayer & Fleece,5,104.2,114.6,43.8,564.8
MIDLAYER_AND_F_0093,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0094,Midlayer & Fleece,5,91.4,189.7,13.6,470.4
MIDLAYER_AND_F_0095,Midlayer & Fleece,6,58.7,153.4,21.8,374.1
MIDLAYER_AND_F_0096,Midlayer & Fleece,10,70.8,97.0,8.9,717.2
MIDLAYER_AND_F_0097,Midlayer & Fleece,13,51.4,133.7,22.6,690.6
MIDLAYER_AND_F_0098,Midlayer & Fleece,31,176.2,365.0,12.7,730.0
MIDLAYER_AND_F_0099,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0100,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0101,Midlayer & Fleece,11,159.1,303.1,64.0,730.0
MIDLAYER_AND_F_0102,Midlayer & Fleece,12,86.6,172.0,16.1,730.0
MIDLAYER_AND_F_0103,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0104,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0105,Midlayer & Fleece,2,80.8,242.2,8.0,169.6
MIDLAYER_AND_F_0106,Midlayer & Fleece,1,278.2,365.0,55.9,334.1
MIDLAYER_AND_F_0107,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0108,Midlayer & Fleece,4,117.4,251.7,18.3,488.0
MIDLAYER_AND_F_0109,Midlayer & Fleece,1,27.7,38.8,30.4,58.1
MIDLAYER_AND_F_0110,Midlayer & Fleece,16,72.4,97.0,20.8,730.0
MIDLAYER_AND_F_0111,Midlayer & Fleece,13,27.6,58.4,16.4,375.3
MIDLAYER_AND_F_0112,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0113,Midlayer & Fleece,10,133.6,146.9,9.2,730.0
MIDLAYER_AND_F_0114,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0115,Midlayer & Fleece,4,134.4,365.0,18.1,555.7
MIDLAYER_AND_F_0116,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0117,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0118,Midlayer & Fleece,1,67.8,224.1,76.8,144.6
MIDLAYER_AND_F_0119,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0120,Midlayer & Fleece,5,31.4,168.3,44.8,201.8
MIDLAYER_AND_F_0121,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0122,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0123,Midlayer & Fleece,42,82.7,186.2,29.5,730.0
MIDLAYER_AND_F_0124,Midlayer & Fleece,3,16.4,20.4,11.1,60.3
MIDLAYER_AND_F_0125,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0126,Midlayer & Fleece,3,235.0,365.0,59.1,730.0
MIDLAYER_AND_F_0127,Midlayer & Fleece,7,40.6,90.9,13.0,297.0
MIDLAYER_AND_F_0128,Midlayer & Fleece,1,61.6,283.6,17.8,79.4
MIDLAYER_AND_F_0129,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0130,Midlayer & Fleece,1,108.2,324.7,33.9,142.1
MIDLAYER_AND_F_0131,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0132,Midlayer & Fleece,49,52.5,187.9,14.4,730.0
MIDLAYER_AND_F_0133,Midlayer & Fleece,9,55.1,202.9,22.8,518.7
MIDLAYER_AND_F_0134,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0135,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0136,Midlayer & Fleece,1,206.2,365.0,12.9,219.1
MIDLAYER_AND_F_0137,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0138,Midlayer & Fleece,6,53.2,73.9,29.1,348.1
MIDLAYER_AND_F_0139,Midlayer & Fleece,14,28.7,45.3,13.6,415.7
MIDLAYER_AND_F_0140,Midlayer & Fleece,18,135.0,351.2,27.9,730.0
MIDLAYER_AND_F_0141,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0142,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0143,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0144,Midlayer & Fleece,25,82.2,115.9,29.8,730.0
MIDLAYER_AND_F_0145,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0146,Midlayer & Fleece,43,63.4,110.3,25.8,730.0
MIDLAYER_AND_F_0147,Midlayer & Fleece,6,41.2,132.0,12.9,260.1
MIDLAYER_AND_F_0148,Midlayer & Fleece,1,65.8,299.0,8.9,74.7
MIDLAYER_AND_F_0149,Midlayer & Fleece,5,70.7,254.0,72.5,425.8
MIDLAYER_AND_F_0150,Midlayer & Fleece,1,91.1,168.6,33.6,124.7
MIDLAYER_AND_F_0151,Midlayer & Fleece,7,246.6,365.0,206.1,730.0
MIDLAYER_AND_F_0152,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0153,Midlayer & Fleece,19,92.4,202.2,17.5,730.0
MIDLAYER_AND_F_0154,Midlayer & Fleece,3,119.5,290.2,23.0,381.6
MIDLAYER_AND_F_0155,Midlayer & Fleece,5,23.3,117.9,83.6,200.3
MIDLAYER_AND_F_0156,Midlayer & Fleece,13,182.1,365.0,31.2,730.0
MIDLAYER_AND_F_0157,Midlayer & Fleece,3,67.9,74.6,39.4,243.0
MIDLAYER_AND_F_0158,Midlayer & Fleece,11,90.8,100.2,8.7,730.0
MIDLAYER_AND_F_0159,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0160,Midlayer & Fleece,17,103.0,365.0,11.6,730.0
MIDLAYER_AND_F_0161,Midlayer & Fleece,25,203.1,348.3,27.0,730.0
MIDLAYER_AND_F_0162,Midlayer & Fleece,1,270.8,365.0,37.8,308.7
MIDLAYER_AND_F_0163,Midlayer & Fleece,15,135.0,259.1,80.1,730.0
MIDLAYER_AND_F_0164,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0165,Midlayer & Fleece,4,40.2,56.7,18.1,178.9
MIDLAYER_AND_F_0166,Midlayer & Fleece,7,72.0,255.5,18.9,522.6
MIDLAYER_AND_F_0167,Midlayer & Fleece,4,97.9,165.5,27.5,419.1
MIDLAYER_AND_F_0168,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0169,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0170,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0171,Midlayer & Fleece,1,44.2,103.2,12.1,56.3
MIDLAYER_AND_F_0172,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0173,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0174,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0175,Midlayer & Fleece,17,138.5,357.8,12.7,730.0
MIDLAYER_AND_F_0176,Midlayer & Fleece,2,67.0,109.6,13.7,147.8
MIDLAYER_AND_F_0177,Midlayer & Fleece,1,38.6,148.2,15.1,53.7
MIDLAYER_AND_F_0178,Midlayer & Fleece,1,24.9,125.3,35.7,60.6
MIDLAYER_AND_F_0179,Midlayer & Fleece,1,60.8,169.5,17.2,78.0
MIDLAYER_AND_F_0180,Midlayer & Fleece,10,365.0,365.0,48.6,730.0
MIDLAYER_AND_F_0181,Midlayer & Fleece,5,70.2,200.0,23.7,374.6
MIDLAYER_AND_F_0182,Midlayer & Fleece,2,131.1,365.0,12.1,274.3
MIDLAYER_AND_F_0183,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0184,Midlayer & Fleece,1,176.3,365.0,27.9,204.2
MIDLAYER_AND_F_0185,Midlayer & Fleece,2,27.2,45.0,31.0,85.4
MIDLAYER_AND_F_0186,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0187,Midlayer & Fleece,6,191.9,365.0,11.9,730.0
MIDLAYER_AND_F_0188,Midlayer & Fleece,1,71.8,229.9,15.1,86.9
MIDLAYER_AND_F_0189,Midlayer & Fleece,21,34.3,78.2,33.6,730.0
MIDLAYER_AND_F_0190,Midlayer & Fleece,7,128.7,206.5,8.0,730.0
MIDLAYER_AND_F_0191,Midlayer & Fleece,1,58.5,115.8,22.0,80.5
MIDLAYER_AND_F_0192,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0193,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0194,Midlayer & Fleece,3,59.8,268.4,14.4,193.8
MIDLAYER_AND_F_0195,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0196,Midlayer & Fleece,21,40.3,90.7,2.5,730.0
MIDLAYER_AND_F_0197,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0198,Midlayer & Fleece,77,80.5,105.4,10.1,730.0
MIDLAYER_AND_F_0199,Midlayer & Fleece,2,69.7,114.6,8.0,147.4
MIDLAYER_AND_F_0200,Midlayer & Fleece,6,132.8,365.0,12.8,730.0
MIDLAYER_AND_F_0201,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0202,Midlayer & Fleece,1,56.1,190.8,40.0,96.1
MIDLAYER_AND_F_0203,Midlayer & Fleece,17,91.3,365.0,33.1,730.0
MIDLAYER_AND_F_0204,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0205,Midlayer & Fleece,1,319.4,365.0,220.3,539.7
MIDLAYER_AND_F_0206,Midlayer & Fleece,6,154.3,365.0,23.7,730.0
MIDLAYER_AND_F_0207,Midlayer & Fleece,3,96.6,249.6,26.4,316.2
MIDLAYER_AND_F_0208,Midlayer & Fleece,19,79.8,90.7,52.2,730.0
MIDLAYER_AND_F_0209,Midlayer & Fleece,1,152.8,365.0,9.0,161.8
MIDLAYER_AND_F_0210,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0211,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0212,Midlayer & Fleece,1,192.9,365.0,99.9,292.8
MIDLAYER_AND_F_0213,Midlayer & Fleece,5,129.7,241.5,72.7,721.2
MIDLAYER_AND_F_0214,Midlayer & Fleece,23,65.5,323.4,10.4,730.0
MIDLAYER_AND_F_0215,Midlayer & Fleece,9,56.0,61.6,11.2,515.1
MIDLAYER_AND_F_0216,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0217,Midlayer & Fleece,1,83.0,159.6,18.1,101.1
MIDLAYER_AND_F_0218,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0219,Midlayer & Fleece,8,151.7,365.0,40.0,730.0
MIDLAYER_AND_F_0220,Midlayer & Fleece,1,80.5,130.3,14.6,95.1
MIDLAYER_AND_F_0221,Midlayer & Fleece,3,93.5,116.5,29.7,310.2
MIDLAYER_AND_F_0222,Midlayer & Fleece,2,203.9,365.0,80.6,488.4
MIDLAYER_AND_F_0223,Midlayer & Fleece,4,36.1,47.1,22.8,167.3
MIDLAYER_AND_F_0224,Midlayer & Fleece,1,56.5,100.4,13.3,69.8
MIDLAYER_AND_F_0225,Midlayer & Fleece,1,24.9,57.0,7.8,32.7
MIDLAYER_AND_F_0226,Midlayer & Fleece,10,55.0,157.4,22.1,572.4
MIDLAYER_AND_F_0227,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0228,Midlayer & Fleece,5,80.2,175.9,5.8,407.0
MIDLAYER_AND_F_0229,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0230,Midlayer & Fleece,3,86.2,365.0,35.3,293.8
MIDLAYER_AND_F_0231,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0232,Midlayer & Fleece,1,112.7,229.8,66.4,179.0
MIDLAYER_AND_F_0233,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0234,Midlayer & Fleece,8,95.1,290.4,33.5,730.0
MIDLAYER_AND_F_0235,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0236,Midlayer & Fleece,13,141.5,267.0,32.5,730.0
MIDLAYER_AND_F_0237,Midlayer & Fleece,1,193.5,365.0,91.2,284.6
MIDLAYER_AND_F_0238,Midlayer & Fleece,1,91.3,313.6,40.3,131.7
MIDLAYER_AND_F_0239,Midlayer & Fleece,2,106.2,116.8,12.4,224.7
MIDLAYER_AND_F_0240,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0241,Midlayer & Fleece,2,36.6,40.5,19.8,93.0
MIDLAYER_AND_F_0242,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0243,Midlayer & Fleece,1,140.7,257.8,8.3,149.0
MIDLAYER_AND_F_0244,Midlayer & Fleece,3,195.9,331.7,45.5,633.4
MIDLAYER_AND_F_0245,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0246,Midlayer & Fleece,31,81.9,172.6,5.7,730.0
MIDLAYER_AND_F_0247,Midlayer & Fleece,21,159.2,257.3,17.1,730.0
MIDLAYER_AND_F_0248,Midlayer & Fleece,5,49.0,54.0,42.8,288.1
MIDLAYER_AND_F_0249,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0250,Midlayer & Fleece,3,122.9,310.1,31.1,399.9
MIDLAYER_AND_F_0251,Midlayer & Fleece,1,64.6,164.4,7.9,72.5
MIDLAYER_AND_F_0252,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0253,Midlayer & Fleece,1,31.3,67.2,12.0,43.3
MIDLAYER_AND_F_0254,Midlayer & Fleece,5,108.8,176.4,23.6,567.7
MIDLAYER_AND_F_0255,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0256,Midlayer & Fleece,7,64.8,101.7,72.2,526.0
MIDLAYER_AND_F_0257,Midlayer & Fleece,1,178.8,365.0,70.8,249.6
MIDLAYER_AND_F_0258,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0259,Midlayer & Fleece,258,25.3,32.1,66.0,730.0
MIDLAYER_AND_F_0260,Midlayer & Fleece,2,99.6,109.6,26.3,225.5
MIDLAYER_AND_F_0261,Midlayer & Fleece,1,222.3,296.5,45.8,268.1
MIDLAYER_AND_F_0262,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0263,Midlayer & Fleece,0,,,,
MIDLAYER_AND_F_0264,Midlayer & Fleece,3,99.3,162.4,9.9,307.7
MIDLAYER_AND_F_0265,Midlayer & Fleece,2,30.9,39.8,21.1,82.8
BASELAYER_0001,Baselayer,0,,,,
BASELAYER_0002,Baselayer,0,,,,
BASELAYER_0003,Baselayer,1,26.3,48.9,19.2,45.5
BASELAYER_0004,Baselayer,27,58.2,183.8,20.1,730.0
BASELAYER_0005,Baselayer,21,119.8,365.0,13.3,730.0
BASELAYER_0006,Baselayer,1,365.0,365.0,55.1,420.1
BASELAYER_0007,Baselayer,0,,,,
BASELAYER_0008,Baselayer,0,,,,
BASELAYER_0009,Baselayer,3,38.7,42.6,8.8,125.1
BASELAYER_0010,Baselayer,2,51.5,93.8,10.3,113.2
BASELAYER_0011,Baselayer,0,,,,
BASELAYER_0012,Baselayer,6,215.6,365.0,3.3,730.0
BASELAYER_0013,Baselayer,3,107.8,267.4,13.5,337.0
BASELAYER_0014,Baselayer,0,,,,
BASELAYER_0015,Baselayer,9,55.1,122.6,10.5,505.9
BASELAYER_0016,Baselayer,0,,,,
BASELAYER_0017,Baselayer,4,63.5,99.3,5.9,259.8
BASELAYER_0018,Baselayer,1,200.8,365.0,49.4,250.2
BASELAYER_0019,Baselayer,1,55.5,266.3,69.7,125.2
BASELAYER_0020,Baselayer,0,,,,
BASELAYER_0021,Baselayer,1,46.6,81.1,25.4,72.0
BASELAYER_0022,Baselayer,4,29.2,72.0,11.2,127.9
BASELAYER_0023,Baselayer,2,73.8,192.6,60.9,208.5
BASELAYER_0024,Baselayer,1,115.9,195.0,54.0,169.9
BASELAYER_0025,Baselayer,1,86.8,95.4,15.9,102.6
BASELAYER_0026,Baselayer,2,36.8,68.2,35.2,108.9
BASELAYER_0027,Baselayer,0,,,,
BASELAYER_0028,Baselayer,0,,,,
BASELAYER_0029,Baselayer,1,76.2,212.2,7.3,83.5
BASELAYER_0030,Baselayer,3,141.8,365.0,36.8,462.2
BASELAYER_0031,Baselayer,0,,,,
BASELAYER_0032,Baselayer,2,49.1,199.0,14.7,112.8
BASELAYER_0033,Baselayer,1,89.5,365.0,12.5,102.0
BASELAYER_0034,Baselayer,1,91.7,260.8,47.6,139.3
BASELAYER_0035,Baselayer,54,117.1,172.2,23.5,730.0
BASELAYER_0036,Baselayer,1,71.9,125.0,20.3,92.2
BASELAYER_0037,Baselayer,6,145.4,221.3,28.0,730.0
BASELAYER_0038,Baselayer,0,,,,
BASELAYER_0039,Baselayer,5,74.5,116.8,15.1,387.3
BASELAYER_0040,Baselayer,0,,,,
BASELAYER_0041,Baselayer,0,,,,
BASELAYER_0042,Baselayer,9,35.9,63.6,13.5,336.2
BASELAYER_0043,Baselayer,0,,,,
BASELAYER_0044,Baselayer,11,25.6,57.0,12.5,294.5
BASELAYER_0045,Baselayer,1,160.7,261.6,32.3,193.0
BASELAYER_0046,Baselayer,50,60.1,127.4,36.0,730.0
BASELAYER_0047,Baselayer,0,,,,
BASELAYER_0048,Baselayer,5,160.2,251.2,66.1,730.0
BASELAYER_0049,Baselayer,20,100.7,110.8,15.8,730.0
BASELAYER_0050,Baselayer,38,69.5,263.1,8.6,730.0
BASELAYER_0051,Baselayer,10,26.5,97.4,33.1,298.3
BASELAYER_0052,Baselayer,3,45.4,183.5,11.2,147.5
BASELAYER_0053,Baselayer,1,43.4,70.9,17.0,60.4
BASELAYER_0054,Baselayer,0,,,,
BASELAYER_0055,Baselayer,0,,,,
BASELAYER_0056,Baselayer,0,,,,
BASELAYER_0057,Baselayer,37,127.4,140.1,20.6,730.0
BASELAYER_0058,Baselayer,7,84.8,139.5,31.7,625.2
BASELAYER_0059,Baselayer,1,51.4,82.0,28.8,80.2
BASELAYER_0060,Baselayer,0,,,,
BASELAYER_0061,Baselayer,6,42.0,46.2,11.8,263.5
BASELAYER_0062,Baselayer,1,30.7,45.9,10.5,41.2
BASELAYER_0063,Baselayer,17,61.5,133.2,19.0,730.0
BASELAYER_0064,Baselayer,4,41.7,145.1,8.1,174.9
BASELAYER_0065,Baselayer,11,73.8,174.4,37.7,730.0
BASELAYER_0066,Baselayer,2,72.4,129.5,120.0,264.9
BASELAYER_0067,Baselayer,4,53.6,158.3,18.9,233.3
BASELAYER_0068,Baselayer,0,,,,
BASELAYER_0069,Baselayer,1,30.7,76.5,23.3,54.0
BASELAYER_0070,Baselayer,0,,,,
BASELAYER_0071,Baselayer,1,52.3,70.7,9.8,62.1
BASELAYER_0072,Baselayer,6,52.2,74.9,56.8,369.9
BASELAYER_0073,Baselayer,1,31.3,62.7,31.5,62.8
BASELAYER_0074,Baselayer,8,56.3,71.7,7.1,457.6
BASELAYER_0075,Baselayer,1,72.2,131.0,38.6,110.8
BASELAYER_0076,Baselayer,1,59.4,89.9,36.6,96.0
BASELAYER_0077,Baselayer,1,71.4,195.8,21.1,92.5
BASELAYER_0078,Baselayer,0,,,,
BASELAYER_0079,Baselayer,3,154.8,365.0,24.5,488.9
BASELAYER_0080,Baselayer,1,39.1,84.3,9.3,48.3
BASELAYER_0081,Baselayer,0,,,,
BASELAYER_0082,Baselayer,38,94.3,206.9,4.0,730.0
BASELAYER_0083,Baselayer,23,221.6,365.0,28.8,730.0
BASELAYER_0084,Baselayer,0,,,,
BASELAYER_0085,Baselayer,0,,,,
BASELAYER_0086,Baselayer,0,,,,
BASELAYER_0087,Baselayer,2,139.2,365.0,28.9,307.2
BASELAYER_0088,Baselayer,19,66.5,288.4,4.6,730.0
BASELAYER_0089,Baselayer,2,62.9,93.9,11.3,137.0
BASELAYER_0090,Baselayer,0,,,,
BASELAYER_0091,Baselayer,10,120.1,365.0,21.1,730.0
BASELAYER_0092,Baselayer,0,,,,
BASELAYER_0093,Baselayer,3,12.3,43.6,2.5,39.5
BASELAYER_0094,Baselayer,7,83.0,255.9,68.6,649.5
BASELAYER_0095,Baselayer,37,91.3,213.4,20.8,730.0
BASELAYER_0096,Baselayer,1,189.1,365.0,11.9,201.0
BASELAYER_0097,Baselayer,44,34.9,64.3,32.0,730.0
BASELAYER_0098,Baselayer,0,,,,
BASELAYER_0099,Baselayer,2,62.6,212.3,32.3,157.5
BASELAYER_0100,Baselayer,3,86.7,311.0,7.9,267.9
BASELAYER_0101,Baselayer,7,28.7,31.6,9.6,210.5
BASELAYER_0102,Baselayer,5,85.7,154.9,7.2,435.9
BASELAYER_0103,Baselayer,1,64.6,100.0,12.6,77.3
BASELAYER_0104,Baselayer,0,,,,
BASELAYER_0105,Baselayer,0,,,,
BASELAYER_0106,Baselayer,1,54.1,59.5,23.8,77.9
BASELAYER_0107,Baselayer,1,188.5,365.0,16.9,205.4
BASELAYER_0108,Baselayer,2,33.2,85.1,14.5,80.9
BASELAYER_0109,Baselayer,3,47.6,113.5,14.5,157.4
BASELAYER_0110,Baselayer,1,91.4,226.2,51.5,142.9
BASELAYER_0111,Baselayer,2,128.0,365.0,22.7,278.8
BASELAYER_0112,Baselayer,1,60.0,76.8,31.3,91.3
BASELAYER_0113,Baselayer,1,223.8,365.0,83.8,307.6
BASELAYER_0114,Baselayer,2,103.2,365.0,7.6,213.9
BASELAYER_0115,Baselayer,3,121.5,279.4,42.6,407.2
BASELAYER_0116,Baselayer,0,,,,
BASELAYER_0117,Baselayer,1,63.7,202.3,28.5,92.1
BASELAYER_0118,Baselayer,2,132.3,365.0,39.9,304.5
BASELAYER_0119,Baselayer,0,,,,
BASELAYER_0120,Baselayer,5,41.2,125.9,37.7,243.5
BASELAYER_0121,Baselayer,0,,,,
BASELAYER_0122,Baselayer,3,59.3,105.1,34.3,212.2
BASELAYER_0123,Baselayer,1,37.9,41.7,35.9,73.8
BASELAYER_0124,Baselayer,1,117.3,365.0,14.5,131.8
BASELAYER_0125,Baselayer,13,25.9,70.9,30.5,366.9
BASELAYER_0126,Baselayer,3,33.2,68.5,30.6,130.3
